"Cat1","Cat2","Cat3","Cat4","Con1","Con2","Con3","Con4","N","S"
"-3","1","4","4",0.452979161213097,1.67722940388908,0.0835429454970126,0.601276100862249,2,0.635752033235917
"4","4","1","-3",-0.25133318266644,1.21109307314375,0.581387649882826,0.179361267000713,5,6.52614711614209
"1","-2","1","4",-0.783221021763698,-0.321068432081232,-0.917621592073313,1.08053148418023,0,0
"4","4","-3","4",0.623508663550157,0.485231356718961,-0.747099022062132,-0.246812105590847,4,26.1875900822745
"1","1","1","1",0.501942434450365,0.819017268723274,0.304981688913978,-2.11373699019861,1,0.0024203400715175
"4","4","4","-3",-0.138991513218824,-0.441119265985799,-1.76801201048548,-0.370527471096308,3,4.86830601912765
"4","-2","4","4",-0.0959933284541766,-0.368308908006648,-0.507276322725153,0.522867792971324,1,0.0658174306185266
"4","-3","-3","4",0.85705342221634,0.563416146840544,-1.21322557903949,0.517805536117327,1,0.198387725481023
"-2","-3","-2","1",-1.36284753394843,-0.109904004267765,-0.494486015505019,-1.40251087335263,0,0
"-2","-3","-2","4",-1.27372222943375,-0.295211411556072,-0.587306339154881,-0.485636726036242,0,0
"4","4","1","-2",-0.230786175064069,0.613706638324416,-1.39681303761817,0.00849813869229958,1,0.2399476659904
"4","1","4","4",-0.269180060259837,-0.56929817626492,-1.59060457144944,-1.28211328674686,5,3.07126441083524
"-2","-3","-2","1",0.170389879595126,0.26987445265752,-0.57494741088966,-1.1115788405678,0,0
"1","4","-2","1",0.15880301789602,-0.737010562054344,1.43739562320655,0.300665410580919,2,0.0186948008300557
"4","1","-2","1",-0.138062445566083,1.40704675966294,0.334812192968446,0.276478844818202,0,0
"4","4","1","4",-1.53160577570758,-0.692833718588404,0.599779929207757,-2.05087765853597,4,0.712069888879599
"-2","4","4","-2",-1.89505893680426,-0.37370923834174,0.872449622808733,0.0141902114059441,1,0.0103259823604559
"4","4","1","4",-0.0586178849832221,0.234091504576812,0.649256606580029,0.582266477739454,13,65.4752563919882
"4","1","4","4",-0.261985178062734,-1.11714721622186,-1.56922897810443,-0.0347263865931256,6,1.67353057622495
"1","1","-3","-2",0.771734564657537,0.824231139262361,-0.227234126819473,-0.116664147260566,0,0
"-3","1","-2","4",0.0934471619326092,-1.07447783966227,0.305075529722197,-0.644982087772099,3,0.0076132633995263
"-3","4","-2","1",-1.6417685568549,0.982181838982434,1.59085503410274,1.74441159976168,0,0
"4","4","4","4",-0.245286380031999,0.265855879446997,0.455380087593194,0.366094474454647,17,262.746780483133
"1","4","4","-3",0.421210757467235,1.67493187678214,2.10602413032616,-0.0668099259737299,3,2.02862750795386
"4","1","4","1",2.20907587461906,-0.00900785590009137,-0.311436679892,0.282612466020519,10,2.81950741473916
"-2","-2","4","1",-1.41442139976584,0.319159938799781,-1.63659352604885,0.567695174766962,1,0.000321454642741731
"4","4","-2","4",2.15325095234776,1.91475764822839,-0.996242897729812,-1.27921589689051,22,131.444776165755
"-2","4","4","-3",0.707281442063438,-0.267767004736026,0.699749278414675,0.435368808280981,0,0
"-3","1","1","-2",-0.0181478434813094,1.80614969145847,-0.0465505197505503,-0.565500982238939,0,0
"-3","4","1","4",-0.0688851018809419,0.0828963351316114,0.726822327746915,-0.923311355541952,1,0.0250909827923393
"4","-2","4","-3",1.41370306174033,0.644119435960579,0.177776079980831,1.16495400327788,5,0.49151544771683
"4","4","4","4",0.913588782651348,0.575734894986759,0.160629184304358,1.04206868231099,46,764.727339027194
"-3","1","1","4",1.01644176817333,-0.200848341725143,0.807951069139975,1.10382836342034,3,0.325616335800762
"4","1","4","4",0.637867594394095,0.254315576636642,-0.539753772389792,-0.0185749628453433,13,21.7446826727756
"4","1","-2","4",1.35644033513809,0.645295921042594,0.116654920289808,-1.14695766915686,1,0.00423093962482429
"4","4","-2","-3",0.491346830887527,0.545178365804132,0.685380196592192,-1.40817952035355,3,0.284332996560118
"-3","1","4","4",-0.111962107769578,1.27859238693911,0.767020270652107,-0.282328729183852,1,2.19859566132607e-06
"4","4","4","-3",1.15779196279691,0.724516015532938,-1.63537840604676,-0.417770016164431,5,9.99580100734039
"4","4","-3","4",-0.277318579322429,0.732058094092768,-0.125724587655031,0.996663515304922,5,11.8233976425925
"1","-3","1","4",0.0134104072678209,0.731427407355914,-0.206768799535439,-0.106285778726195,0,0
"4","-2","4","-2",0.493191716610478,1.12200342420681,-0.699423087537485,-0.0694021534868746,1,1.15095316622723
"4","-3","4","4",0.0962024751987179,-0.623175695611295,-0.311488331141464,0.949701100605797,2,0.618388993000624
"4","4","4","4",1.79443351408274,-0.154787840371006,0.385864062277885,-0.41653280736334,34,486.0510214542
"1","-2","1","4",-1.04898778369195,-1.44777818872604,1.06271264656202,0.974000405784623,0,0
"4","4","1","4",-0.710642981673008,0.897431889657756,0.20029944597747,0.0622914302818125,9,132.653242290993
"1","1","4","4",1.48442657517751,0.444285195130242,0.742998038997486,0.538422052737464,8,4.41620062909173
"-3","4","-3","1",0.125409658011246,0.782920073210447,0.239588892058409,-2.06482325364573,2,0.00063647788698858
"4","4","1","-2",1.59402521865076,-0.489807926408536,-1.14533401920008,0.436431652345117,6,15.9637186068854
"4","4","4","4",-0.63040167277643,-0.206668466065813,-1.37869025978916,-0.160226688722189,7,63.0375289646752
"1","4","1","4",-1.68826668641181,-0.405469369732125,0.580734749693226,-0.642922729927577,1,0.00172295168990865
"4","-2","-3","1",0.103256092564932,-0.472984274868562,0.1285419404108,0.985298553638404,0,0
"4","-2","4","4",-2.39147491114933,-0.874880034886852,0.69377821619937,-1.22857332828612,1,0.180848837141576
"4","-3","4","1",1.40889399743023,0.456592342370841,0.0174380510929902,0.0852246688533423,3,0.833742138947309
"4","-3","4","4",-0.641178213181525,0.666856707316107,0.0122894550011332,-1.20409383311185,0,0
"-2","1","-2","4",-0.488493982575015,-1.20526090804875,0.381802372570291,-0.37684775855383,0,0
"-2","4","4","4",0.623126618859955,-0.485865896099048,1.08820346847269,1.36364857877521,6,4.0343939651251
"4","4","4","-2",1.37854299031788,-0.91841074378229,-0.249899370234819,-0.252882752644765,2,6.71315715341103
"-3","-3","4","1",0.838793402249132,0.218689841844812,-0.287061038116473,1.00648997802301,0,0
"4","4","-2","-2",-1.13625188794793,2.04087687298335,0.152321072709418,0.43714914424161,2,2.84707426788934
"1","1","1","1",-0.0805442553829663,0.260566496780626,-1.44726056320862,1.65853842416778,2,0.0104614098725055
"4","4","-3","4",-0.663052789287373,-0.650404826063895,0.647898061943721,0.0276852113182311,5,4.26302677102771
"4","-2","-2","1",-0.788194235890032,0.568189113693628,-0.264433035466199,-0.97871957606316,1,8.83810297322599e-05
"4","-3","4","1",0.896942456608775,0.395533900087441,-0.860485190805461,1.28372914251,1,0.0370368163795162
"1","-2","-2","1",1.34051707580294,-2.30394925292859,-1.45319342903444,-1.12974160996603,0,0
"-2","4","4","-3",-1.51702984180804,1.32943815912644,-0.291926101206216,1.04665772884283,2,0.201682483827263
"1","-2","4","4",0.535602341238461,-0.658168975403031,1.57177194911986,-0.577932199875163,0,0
"1","4","4","-3",-0.939536551204842,-2.15900278859364,0.620970683819647,-0.293794301001857,0,0
"-2","-3","-2","-2",-0.108920915594309,-0.600498086749525,-0.33149363575377,-0.241776430581953,0,0
"-2","4","-2","4",-0.377165536952548,1.72251827229213,-1.02099715304017,0.219947824452794,1,0.752465620109463
"4","4","1","4",1.50047730280641,-0.156009723648443,0.73364711908767,-1.65095520952995,11,127.768324613647
"4","4","1","-3",1.84088760337964,2.08907349850117,-1.620931402706,0.478200687426749,7,81.0314927278142
"4","4","1","-2",0.094856532946651,-0.520053832975993,0.272319590294318,-0.805282397081212,1,1.16449543145697
"-3","1","-3","-2",2.37218590071383,0.914326214109293,-1.08909483410824,-0.679329543500681,0,0
"4","4","4","4",0.419600040988332,-0.43856246331754,-0.555439459531388,1.60733883074943,20,176.278840578017
"4","4","-3","1",0.334185677224001,-1.05741048180403,-0.00566427584801687,-2.59549091859727,6,1.09829468301569
"4","4","4","4",-0.938780703532262,0.227253267132099,-0.498191834659091,0.290148233297686,17,80.2159748111167
"1","-2","4","4",-0.369795742630315,-0.289027127100132,-0.149332061769027,1.38365993284101,2,0.109426182773244
"4","4","4","4",0.440344361240534,-0.158849750077666,0.603328318945493,-1.51005425785607,15,41.317044004668
"4","4","4","-2",-0.816011353535516,0.858670172954439,0.343017110753358,-0.677298561609512,9,24.7538662236636
"4","1","4","-3",-0.365589932693764,-0.132503881506428,0.261599616215434,-0.297971640994586,1,0.0791638896139347
"4","4","4","4",-0.957623408970222,-1.05934781378662,1.25687950387047,-1.51911935629419,5,40.7802350505752
"1","4","4","1",-0.842293885801782,-0.45473030782033,-1.31941104980879,-0.91183532670094,0,0
"-2","4","1","4",0.394511739339716,2.00144873896215,-1.14599468917067,-0.835880663466049,5,0.944366230773144
"4","-2","1","1",-0.997247322498392,-1.3731449454639,0.827723674259471,-0.217149454234626,0,0
"1","4","-2","4",0.870890588864892,0.421091949669854,1.76144296105213,-1.07103231453245,3,6.85755178395297
"4","4","1","1",-0.16236086067236,0.401739343880726,0.226232884336589,0.945047998701021,9,24.8234295297561
"4","4","1","-3",0.379416024776367,-1.28446093948846,-0.919313592988982,1.1279967970624,1,0.112231755584711
"4","1","4","4",0.044825261880862,-0.680791418742503,0.973750599641755,-1.27864287007737,4,7.79850630316875
"4","-2","1","4",1.6050635553804,-1.3387975572798,-1.6811863184581,0.45763127454427,4,0.582499139587723
"4","4","4","4",0.599627738995587,-0.899776483344367,2.46987694431194,-0.468967313040733,23,183.45230016338
"4","4","4","-3",1.23737513001487,-1.10223522658187,-0.273045675798084,0.113965852276704,5,4.47239484981197
"4","-2","4","-3",0.0927770883837081,0.251637219833398,0.0992974118340169,-2.12499268865483,0,0
"-3","4","4","4",0.588007484315219,0.152647997637598,0.458142869694436,-1.76643591810665,1,1.45170320946684
"4","4","1","1",0.0890951357676343,-0.0793012063859081,-0.272781844844563,1.22459075724022,4,1.91605599265843
"4","1","-2","4",0.131327589242827,-0.473572812554326,-2.51406053706018,0.177856016464496,3,0.299994682279746
"1","1","4","4",0.278457870218859,1.21892327890848,-0.0116159511670924,0.264323998289981,6,9.58382693297781
"4","4","-3","4",-0.970727886970033,0.207086409479367,-1.05679101359918,0.192833932400874,5,2.64036221244144
"1","4","4","4",0.890661624359669,-2.22940311931366,-1.16394394343336,1.07005067541876,2,0.989291499192718
"-2","1","1","4",-0.37687288774154,0.846758217738999,1.02853573602563,0.225414019994292,2,0.00603109492139857
"-2","-3","-2","4",0.648122381634632,-0.604709930665039,1.02871700458173,-0.444550744220382,0,0
"4","-3","-3","4",-1.2330616028816,-1.30683632694209,-0.816360617803906,-0.165212395975691,1,0.00123261144997753
"1","1","1","-3",-1.36198665156349,0.456158783122551,0.481664742548437,0.300923490607227,0,0
"-2","1","-2","4",-0.233602816108998,-1.2101703948626,0.012558653479051,-0.452501058115146,0,0
"-2","-3","4","4",0.987401120620988,1.42489787940218,0.692538745708818,-0.770126481192301,0,0
"1","1","4","-2",0.821301335720824,-0.0735292827432962,0.649157835415018,0.602147115823148,1,1.31082524142179
"1","-3","4","1",0.427872800523203,0.797344148821296,-0.680769186415602,-1.31483622473822,0,0
"4","4","4","4",0.891152009712736,1.41749767338787,0.116653726669392,-0.882263423800916,31,522.163878399511
"4","4","-2","4",1.96301977832312,2.52439070378658,-0.372278114999715,-0.904413537573813,24,335.044045745951
"-2","-2","1","4",1.0447307974883,-0.24874897461138,-0.413571374996025,1.07861025256598,0,0
"-2","1","4","1",-0.503013503787729,-0.0216258628183647,-0.494128546114507,-0.0486617255962555,0,0
"-3","4","4","4",-0.609300788926767,-2.10877756498156,1.27075556661909,1.42049647305504,0,0
"1","-2","4","4",-0.539396613964786,1.00457568142309,-0.833783722052144,-0.0819131247454128,0,0
"-2","4","-2","4",0.452216258523788,1.29937097940771,-0.289369515571738,0.893746962394416,4,1.44087307924951
"4","4","1","4",-1.34469617120116,-0.916283150820597,0.53710171666877,0.516980142049149,8,14.7654323765806
"-2","4","1","1",0.899633313427841,3.00952179640395,-0.353533354025574,-0.585627788558153,5,6.76908655892783
"-3","4","1","4",-0.908503983460306,0.380497434094046,0.361128946027491,1.09069345190234,1,0.105685512090693
"1","-2","4","4",0.950325375925128,-0.247436973814535,-0.367373992841514,0.0976721187761198,4,0.455914704353928
"-2","4","-3","4",-1.06485008852028,0.399435452045261,-1.30807103357025,-0.823041475087746,1,0.0051620013560781
"4","4","4","-2",-0.65227935396891,-0.509028824944892,0.363781770612312,1.0088029503598,6,3.87644387558945
"-2","4","1","-2",-0.240894720733474,1.36216853516625,-1.15726874407397,0.995151414429697,3,0.540966417461674
"-3","4","1","4",-0.193082586610847,1.00820518271705,-0.387238162968124,1.40985622123254,2,0.198014734747322
"1","4","-2","-2",0.419202322476691,1.73865322340799,-0.175815026015276,0.104246037821506,1,0.249879940489974
"4","4","1","-3",-0.683209297317138,0.572145515345705,-0.215994716435494,0.760515253626847,7,6.25114912714192
"4","-3","4","-2",-1.59457573529922,-0.206031678912081,0.12582275004834,0.895837563153504,0,0
"4","4","-2","4",-1.33982352435494,-0.390488675361349,0.043898465048107,-0.097808663921038,7,3.5776290853108
"4","4","1","4",0.220523954373895,0.0477271332140606,0.591877823457421,-0.168556298467274,8,162.183945920629
"1","1","-2","-2",1.1930635470543,-1.36740707196864,0.670617684799891,1.47997122738517,0,0
"-2","1","1","-2",1.32710713926462,0.110767458795889,0.566821647276946,1.41429911632056,2,0.28555595964069
"-3","4","1","-3",-0.204036394676281,0.0020546423295724,-0.405243538798235,-0.579427446369509,0,0
"1","4","1","-3",0.825017376541618,0.226194855979202,-0.261515339699321,0.063527247316345,2,0.725580819817988
"-3","-2","4","1",-2.01731613281699,0.902611631454811,1.23027386946624,0.0321130383382563,0,0
"1","-2","4","4",0.500641148029947,0.722111157184285,-0.487005607220933,-0.962466831724449,1,0.0192469299329901
"1","-2","-3","-2",1.15718701644532,1.0864458477695,1.56975942786216,-0.494501563022106,1,0.00213979481322888
"1","-2","4","4",0.132662025456384,-0.890675295270978,0.623485498591379,-1.17607428553909,0,0
"4","-3","4","4",-1.49080687055221,-1.77130815415251,-1.02731021096859,1.03277592816998,0,0
"-3","4","-2","1",1.02962307579448,-0.94156269953758,1.82782007626081,1.43091580793514,0,0
"-2","4","-3","-2",-1.18950244164548,2.01363564684884,-1.08570393116139,0.872217372149808,0,0
"-2","4","4","4",1.23883633329334,-0.174771930709597,0.408097339431766,-0.661771034635024,2,5.09808008331367
"4","-2","1","1",0.872249082512923,-0.0621802809744074,-0.600843812891326,-0.125754789530163,1,1.03518676240443e-05
"1","4","-2","-2",-2.85772604059904,0.97599982913222,-1.05082097275297,-0.614574263915568,1,0.0488852958573973
"1","1","1","4",0.058086041669962,-0.0598962216543936,0.357982742206394,-0.301060710262152,2,0.77897270155717
"-2","4","4","-2",-1.1396417068547,0.50872841865454,-1.53252016642809,0.219873432028256,1,0.392665138937257
"-2","-2","4","4",-0.16093988037312,-0.54707136427504,-0.717781465518409,0.199675638225279,0,0
"4","4","1","1",1.05765869707607,-0.039666809264643,-0.314442058781955,0.0186433714741304,10,70.8759647897646
"-2","-3","4","4",0.426493581771342,-0.980808983132609,-2.68748945216109,-0.164379279397213,0,0
"1","4","4","4",-0.994095213537329,0.0698043656319362,-1.21197802553661,-1.33370251175805,9,2.32743886037666
"4","1","-2","-2",-0.148085393899329,-0.689046825063657,0.334622051649336,0.422626311248778,0,0
"1","4","1","4",0.980027847619379,0.84438873292773,2.16670858095492,-1.19673438745921,11,26.5438330707993
"4","4","4","1",0.615575506803533,0.552113549177021,0.363738463541568,0.191674175173935,20,84.2331845846726
"-2","4","4","-2",0.420276128553749,-0.284211437830704,0.78104131388512,-0.692830145426686,0,0
"4","4","-3","4",0.150718473070678,-0.212757753254677,0.00121316880235722,0.466241745026653,5,17.3061348237063
"-2","4","4","4",0.9064994035817,1.37669931011242,-0.0729512570886143,0.817105860642855,3,33.8393777919366
"4","-2","4","-2",1.04526914448161,-0.234698735295203,0.363119167419596,0.683309882102315,1,0.570364826603875
"4","-3","4","-2",0.774920336516217,2.4974467899258,0.398491938395554,-0.478992163249648,3,0.60835313681388
"4","4","4","4",0.537879640549965,1.3625134828991,-0.053229948178229,0.433127216537158,27,379.187503493264
"4","-2","4","4",1.48150569809534,-0.323909005294231,0.651068275429875,-1.8381045815771,6,2.36117978563972
"4","-2","4","4",0.000302701761949278,0.158700948578216,0.577879653885814,-0.0709436512691522,3,0.344071929120827
"4","-2","-3","4",-0.243258190890711,0.024345227427413,1.06888663597616,0.448029049678569,1,0.0279078593611927
"4","4","-3","-2",-0.297990424567277,-0.562584040906424,-0.541126321120586,-0.222040842402503,2,0.300597645483746
"4","1","-2","-2",1.02203134138253,0.81871540680991,-1.3895590969186,-0.431828126340312,1,1.1542218345951
"-3","4","4","4",0.356499771192068,1.88140239962345,0.788820555807661,0.859442432409238,5,8.49064298978544
"4","4","1","-3",-0.501366055877361,0.180570079383259,-0.905845712899075,-0.184440657316895,2,0.0685408234480516
"4","4","-3","-2",0.576357281049669,0.0987437866372977,-0.630972132766333,-0.156789762858883,2,4.03956752186543
"4","4","-3","4",1.19779141230575,0.302004435891795,-0.833252151739816,-0.926876669475469,4,21.9192708441731
"4","1","1","4",-0.697742941958938,0.925558016022287,0.0958541541988197,0.487733525244146,6,3.6617320031045
"-2","-2","4","-2",-1.74283856972176,0.606201405287936,2.63301480162206,0.387632003242898,1,0.00601540413417516
"4","4","4","4",0.815616144295746,-1.16084372451414,-1.20202902186799,-0.99174455007506,12,29.8948401132058
"1","4","4","4",-0.515970683848006,0.0889340860546401,1.70148916957512,-0.821396554052512,6,8.40116747798083
"4","4","4","-3",-0.858117236939414,-0.219291757755129,1.8550171445278,0.0645758722278388,6,19.2140143862258
"1","4","4","-2",-0.0888001804591401,-0.500740025487783,0.92840961185219,-1.48216588596491,1,0.00112704699168151
"4","4","4","-3",1.41037816187621,-0.376261237328644,-0.207714201081062,1.5212796847878,13,56.2136423734881
"-2","-3","4","1",-0.203963820003115,0.234165775615156,-1.08427802110331,0.402195317290015,0,0
"4","4","4","4",0.909954503885004,1.08851345563548,-1.43257405972888,0.468901374266842,30,181.304248013688
"-3","4","4","4",0.0300752723201136,0.831318276341149,0.0805144483702213,0.919836555169544,0,0
"4","4","4","-3",-0.599035245250214,0.478830373154732,-1.6725917243166,0.764380863031968,8,2.87183926647239
"1","-2","4","4",2.59954512347458,-2.51489266528138,-0.90642653912213,0.129421289974824,2,0.0273314920296989
"4","-2","4","4",-1.57303331977063,0.710846606342157,-0.381132108067803,-0.686429536541855,0,0
"-2","4","-2","-3",-1.16568707467718,-0.990270255862206,-0.355708201473705,0.390770412096962,0,0
"-2","1","1","-3",-0.195022821594092,0.936796322396845,-0.67064460325589,-0.724192953807908,0,0
"4","-3","-2","4",0.268075726791347,-0.410903202553374,1.19775087499762,1.56961000832896,3,0.34410918012728
"4","1","1","-2",-0.551708938235573,1.8172365030519,1.09601820685469,-0.220303126374431,4,2.4748057327528
"4","-3","4","4",-0.112270544128009,0.16353036978841,1.15221972346122,0.287492769728031,2,1.58352084424353
"1","-2","1","-2",0.137539353194262,-1.57099942182722,-0.137986482408829,-1.8798803444727,0,0
"4","4","4","1",-0.502908481779683,0.397658981662143,-1.31826463006562,-1.9346864185316,6,4.09726755346385
"4","4","1","1",-1.97353969919162,-0.199310280806783,-1.07277996044596,0.61724575127236,3,3.68958131954195
"-2","4","4","-3",-0.0571420086214157,1.02242847579471,0.0109889535406818,-1.18235176680589,1,0.517109593890847
"4","1","1","1",-1.29194391481425,-0.95792243227128,0.127986534825972,0.27736047598878,3,0.0192788001613698
"4","-3","4","1",0.489505283145807,1.52957565383754,0.920828413470017,-0.706946097498411,1,5.55733348087351
"1","-2","4","1",-0.351839437663351,0.057601046984521,-0.00120394223025839,0.420289831377249,1,0.00038370824298115
"4","4","1","-2",-0.735405003083713,1.31045758543682,-1.68566054978679,0.737008096828343,4,5.65247052958054
"4","-2","4","4",-0.0035298910836681,-0.640143378255155,-1.63562784600691,-1.1303335197123,0,0
"4","-3","4","-2",-1.33675850995421,-1.25979230652715,1.72143170193366,-0.85755078789257,0,0
"-2","-2","4","4",0.780583410785202,0.0666108970014652,-0.0977509910151693,-0.435735123808009,1,0.00247070670857413
"4","-3","1","-3",-2.61180252282278,-0.602507060309294,0.337879191418549,1.05921328756623,0,0
"1","4","4","1",0.680454894270639,1.0455488135675,-0.611279039627953,-2.20360900944032,6,5.55250886205581
"4","1","4","4",-0.41129420473106,-0.829786652943125,-0.191042266296606,1.49580524104855,9,11.0848604030736
"4","-2","4","-2",-0.722882550502467,0.161518695938184,0.0692944487896956,1.45766812253475,2,0.180771525802856
"4","4","-2","4",-1.0068560145006,-0.0350744844781691,0.0963508397746336,-1.00479788507333,4,4.27535220702485
"-3","-2","-3","-2",1.03079185945528,-1.7458547133766,0.170543514790949,1.18099731955592,0,0
"4","1","-3","4",0.431591886114171,-0.863748288230787,-0.934816605593341,0.831249653637842,1,0.206298043915477
"-3","4","4","-3",0.345115572258324,2.16640022064072,0.14611152671828,0.0508749709946094,2,0.241188556494103
"-2","-2","-2","-2",0.22033551331963,-0.596201424040326,-0.709814901252785,0.678179035459766,0,0
"-3","4","4","-3",-0.758350586721761,-0.0707684616538503,0.267408674695503,0.452026413591418,1,0.00537063662533042
"4","4","1","-3",1.21074191724444,-0.553023676804055,1.19609257877905,-1.50919698773844,9,12.8800700543175
"4","1","-2","4",-0.426382974239946,1.65667972831402,-0.340278833835661,0.757268114073173,6,3.82342893324084
"4","4","-2","4",1.30467125169081,-0.0896179524198753,-1.59034637699284,-1.15228681400149,5,20.8352285657906
"-2","1","1","-2",-0.81069289363522,1.98342193509348,-1.07199471436407,0.140781428733145,0,0
"4","-3","-2","1",-0.971807112258722,-0.273676269719178,-1.54839228913423,-1.54175223401032,0,0
"-2","-2","-2","1",1.48186153564765,-0.0795683002589785,1.16811432292241,-1.95119097543164,0,0
"1","4","-3","-3",-1.04117697136348,-0.46848232147833,-1.79852697355126,-0.59313047497696,0,0
"-2","1","4","-3",0.959369448193982,0.863005323173451,-1.72812405045119,0.898895845745334,2,0.124547019436145
"1","1","1","4",-1.87539261489011,-1.7380996796344,-1.01966147061261,1.72406391027422,1,0.0013940447507219
"4","4","4","1",-0.0107900358796096,0.267479688384517,-0.0568615308096386,2.23190012855606,7,90.1007207348217
"-2","4","4","4",-1.43109126027689,-0.541297848547457,-1.78696221017478,0.863121326866554,1,0.460503237956976
"-2","4","1","4",1.13804185084182,0.373638110175736,-1.12842172435425,-1.02474670783057,1,0.00482606424486922
"4","4","-2","-3",-0.633176888262062,-0.344538274651516,0.272279950392455,0.293396297963213,2,2.96685345109388
"4","4","-3","-2",0.2293358560196,0.796685032217307,0.918913396853444,0.924943472928936,6,4.9552301027889
"4","4","4","1",1.36364787411007,0.695135939211823,-0.709064757287629,-0.806449768658268,11,115.80786171591
"4","4","4","-2",-0.139821350661008,0.894395425059031,0.600300041041245,-2.58844637304788,2,56.2750541306347
"4","-3","1","4",1.08340625263389,1.13428620344156,-1.52830934150752,0.237462860183618,1,0.966044901556179
"4","4","1","4",-1.43307781797851,0.0226241679173776,-0.243560039644768,0.411117243520033,8,23.4317099703014
"4","-2","-2","4",1.00852806504465,-0.11096111071627,-0.493380606518147,-1.7894214213192,1,0.0497500410635728
"4","4","1","1",1.55969942985996,-0.657600112097923,-0.187486470000092,-1.76542803309655,4,42.2307609652952
"1","-2","1","1",1.19675725382823,-1.73298116628262,1.01433646393166,0.00993073821422678,0,0
"1","4","4","1",-0.0432873707072537,-0.614665735523561,-0.694894128147,-1.99180574591547,2,0.37269348914059
"4","4","1","-2",-0.936159958458967,-0.45969412573005,-0.514743854139689,0.80441123833728,5,0.921931463798958
"4","1","4","4",-2.76233536123094,-0.603742711470009,-1.13641282302749,-0.923913897427154,1,1.21437160498395
"-3","4","1","-2",-0.525697905491362,0.692945525742518,0.355308190376626,-0.672279678449555,0,0
"4","-2","-2","4",1.27696722731905,-1.21537532948845,-0.37736192060869,-0.891696256347376,1,0.000201175050586412
"4","4","4","-2",-0.0467748989541657,1.99668559010383,-0.034568297817633,-1.02002603546209,13,32.7845486234821
"4","4","4","1",-0.0176921766138364,-1.22683553216674,0.108360597860042,-0.257772088388566,7,11.3748081913528
